DateTime,AddedIPs,RemovedIPs
1463935207,3,0
1463962807,0,1
1463966706,2,0
1463969107,0,1
1463976308,0,1
1463980807,0,1
1463990407,9,0
1463990711,61,0
1463991007,19,0
1463991908,44,0
1463992206,73,0
1463992506,8,0
1463992807,40,0
1463993107,18,3
1463993707,60,1
1464004806,0,1
1464010207,0,1
1464011706,0,1
1464012607,0,1
1464018007,2,0
1464020407,0,1
1464026106,0,1
1464029407,0,1
1464041706,1,0
1464054906,0,1
1464064806,1,0
1464075607,107,0
1464075907,53,0
1464076208,34,0
1464076507,33,0
1464077406,1,0
1464077706,17,0
1464078007,7,0
1464078307,27,0
1464078606,2,0
1464078906,4,0
1464079806,28,0
1464080107,5,0
1464082807,0,1
1464085807,0,1
1464104706,0,1
1464105007,2,0
1464110406,0,1
1464114307,1,0
1464123307,0,2
1464124207,1,0
1464125107,0,1
1464133507,0,1
1464140407,0,1
1464162606,6,0
1464162907,101,0
1464163207,68,0
1464163507,18,0
1464164108,1,0
1464164407,3,0
1464164707,4,0
1464165307,31,0
1464166207,47,0
1464167707,3,0
1464169207,0,1
1464169806,1,0
1464174312,0,16
1464178808,0,1
1464181506,0,1
1464183607,7,0
1464183907,5,0
1464184207,9,0
1464185407,0,1
1464186007,31,0
1464186308,33,0
1464186607,23,0
1464186907,29,0
1464187206,7,0
1464197707,0,1
1464207007,0,1
1464221407,0,1
1464228309,0,1
1464242106,0,1
1464249607,2,0
1464249907,123,3
1464250207,36,0
1464250507,62,0
1464250807,2,0
1464251407,9,0
1464251707,17,0
1464252006,7,0
1464252907,17,0
1464253508,0,1
1464262507,0,1
1464264907,0,1
1464265507,0,1
1464277207,3,0
1464288307,0,1
1464294906,0,1
1464311707,1,0
1464314707,0,1
1464337207,1,0
1464339006,49,0
1464339607,121,0
1464340507,10,0
1464340807,18,3
1464341108,4,0
1464342007,34,0
1464342307,10,0
1464342607,1,0
1464354308,0,1
1464355507,0,1
1464361509,0,1
1464364207,0,1
1464365407,2,0
1464375907,0,1
1464387908,3,0
1464394807,0,1
1464450907,0,1
1464452708,0,1
1464453007,0,1
1464453307,0,1
1464453607,0,1
1464460807,0,1
1464463507,2,0
1464465912,0,1
1464483607,0,1
1464510007,1,0
1464524107,64,0
1464524408,42,0
1464524707,76,0
1464525007,56,0
1464525306,17,0
1464525907,1,0
1464526207,23,0
1464526507,53,3
1464526806,19,0
1464527107,5,0
1464527407,9,0
1464527707,2,0
1464529207,1,0
1464539107,1,0
1464539707,0,1
1464548107,0,1
1464549907,0,1
1464550508,0,1
1464551407,0,2
1464555907,10,1
1464556506,2,0
1464561907,0,1
1464563707,1,0
1464573913,0,1
1464591308,0,1
1464594607,8,0
1464594906,65,0
1464595207,22,1
1464595507,20,0
1464596106,16,0
1464596406,34,0
1464596707,4,0
1464597607,52,0
1464598507,7,0
1464599706,1,0
1464606907,0,1
1464607207,0,1
1464616207,41,0
1464616807,36,0
1464617107,19,0
1464617407,9,0
1464618907,1,0
1464619207,3,0
1464619508,24,0
1464619807,10,0
1464632106,0,1
1464632407,0,1
1464656711,0,1
1464687607,0,1
1464690006,37,0
1464690308,7,0
1464690607,7,0
1464690906,6,0
1464691507,5,0
1464691807,22,0
1464692107,90,0
1464692409,66,1
1464692710,8,0
1464700507,0,1
1464701708,0,1
1464703507,0,1
1464706507,0,1
1464710107,0,1
1464713107,0,1
1464717608,0,1
1464719107,16,0
1464728711,0,1
1464729007,0,1
1464732907,0,1
1464752106,0,1
1464753306,0,1
1464756608,1,0
1464767407,29,0
1464767707,83,1
1464768007,32,0
1464769207,11,0
1464769807,1,0
1464770107,5,0
1464770407,8,0
1464770708,50,0
1464771007,12,0
1464771606,6,0
1464772207,1,1
1464775207,0,1
1464789906,0,1
1464790207,0,1
1464800708,0,1
1464806708,1,0
1464811507,0,1
1464847206,0,1
1464853507,3,0
1464853807,1,0
1464854107,2,0
1464854407,4,0
